,title,text,subject,date,label,has_mentions
44,jones certified u s senate winner despite moore challenge,reuters alabama official thursday certified democrat doug jones winner state s u s senate race state judge denied challenge republican roy moore whose campaign derailed accusation sexual misconduct teenage girl jones vacant seat vote percentage point election official said made first democrat quarter century win senate seat alabama seat previously held republican jeff session tapped u s president donald trump attorney general state canvassing board composed alabama secretary state john merrill governor kay ivey attorney general steve marshall certified election result seating jones narrow republican majority senate seat statement jones called victory a new chapter pledged work party moore declined concede defeat even trump urged so stood claim fraudulent election statement released certification said regret medium outlet reported alabama judge denied moore s request block certification result dec election decision shortly canvassing board met moore s challenge alleged potential voter fraud denied chance victory filing wednesday montgomery circuit court sought halt meeting scheduled ratify jones win thursday moore could ask recount addition possible court challenge merrill said interview fox news channel would complete paperwork within timed period show money challenge merrill said we ve notified yet intention that merrill said regarding claim voter fraud merrill told cnn case reported we ve adjudicated those continue that said republican lawmaker washington distanced moore called drop race several woman accused sexual assault misconduct dating back teenager early s moore denied wrongdoing reuters able independently verify allegation,politicsNews,"December 28, 2017 ",real,False
45,trump twitter dec global warming,following statement posted verified twitter account u s president donald trump realdonaldtrump potus opinion expressed own reuters edited statement confirmed accuracy realdonaldtrump together making america great again bit ly lnpkaq est east could coldest new year s eve record perhaps could use little bit good old global warming country country going pay trillion dollar protect against bundle up est source link bit ly jbhlu bit ly jpexyr,politicsNews,"December 29, 2017 ",real,False
46,u s launch effort reduce reliance import critical mineral,washington reuters u s interior secretary ryan zinke thursday launched effort reduce u s dependence foreign supply critical mineral used smartphones computer military equipment said pose national security economic risk directive president donald trump zinke work defense secretary jim mattis publish day list non fuel mineral vulnerable supply chain disruption necessary manufacturing develop strategy lessen u s dependence foreign supplier policy would aim identify new domestic source critical mineral increase domestic exploration mining recycling giving miner producer electronic access better mapping geological data streamlining leasing permitting new mine the united state must remain reliant foreign competitor like russia china critical mineral needed keep economy strong country safe trump said order come interior department u s geological survey published report earlier week detailed u s dependence foreign competitor supply certain mineral report identified mineral priority u s national defense economy component product ranging battery military equipment list included rare earth metal lithium graphite mineral report offer policy recommendation zinke said would rely finding prioritizes research certain mineral deposit area federal land plan policy promote mining twenty critical mineral united state relies sourced china much world s lithium produced australia chile bulk world s reserve straddling huge salt flat so called lithium triangle chile bolivia argentina lithium export chile example approached million roughly percent global market volume according chile development agency corfo lithium producer sqm albemarle fmc lithium among region s top producer,politicsNews,"December 21, 2017 ",real,False
47,senior u s republican senator let mr mueller job,washington reuters special counsel investigation link russia president trump s election campaign continue without interference despite call trump administration ally republican lawmaker shut down prominent republican senator said sunday lindsey graham serf senate armed force judiciary committee said department justice special counsel robert mueller need carry russia investigation without political interference this investigation go forward investigation conducted without political influence graham said cbs s face nation news program and need let mr mueller job think he s right guy right time question russia may interfered election trump s campaign may link co ordinated effort loomed white house since trump took office january show sign receding trump prepares second year power despite intensified rhetoric trump ally recent week accusing mueller s team bias republican president trump seemed undercut supporter interview last week new york time said expected mueller going fair russia s role election question possible link trump campaign focus multiple inquiry washington three committee senate house representative investigating well mueller whose team may took earlier probe launched u s federal bureau investigation fbi several member trump campaign administration convicted indicted investigation trump ally deny collusion russia campaign kremlin denied meddling election graham said still want examination fbi s use dossier link trump russia compiled former british spy christopher steele prompted trump ally republican question mueller s inquiry saturday new york time reported dossier triggered early fbi probe tip former trump campaign foreign policy adviser george papadopoulos australian diplomat russia damaging information former trump rival hillary clinton i want somebody look way department justice used dossier bother greatly way used it want somebody look it graham said said russia investigation must continue a matter fact would hurt u ignored it said,politicsNews,"December 31, 2017 ",real,False
48,u s lawmaker seek temporarily extension internet spying program,washington reuters republican leader u s house representative working build support temporarily extend national security agency s expiring internet surveillance program tucking stop gap funding measure lawmaker said month long extension surveillance law known section foreign intelligence surveillance act would punt contentious national security issue new year attempt buy lawmaker time hash difference various proposed privacy reform lawmaker leaving republican conference meeting wednesday evening said clear whether stop gap bill enough support avert partial government shutdown saturday whether possible addition section extension would impact chance passage absent congressional action law allows nsa collect vast amount digital communication foreign suspect living outside united state expire dec,politicsNews,"December 21, 2017 ",real,False
49,trump twitter dec congressional race train accident tax cut,following statement posted verified twitter account u s president donald trump realdonaldtrump potus opinion expressed own reuters edited statement confirmed accuracy realdonaldtrump remember republican congressional race year medium refuse mention this said gillespie moore would lose for different reason did also predicted i would win republican well well foxandfriends est ivanka trump interviewed foxandfriends est train accident occurred dupont wa show ever soon submitted infrastructure plan must approved quickly seven trillion dollar spent middle east road bridge tunnel railway and more crumble long est thought prayer everyone involved train accident dupont washington thank wonderful first responder scene currently monitoring white house est deepest sympathy heartfelt prayer victim train derailment washington state closely monitoring situation coordinating local authority bit ly bail est past month travelled ten thousand mile visit country met world leader everywhere traveled highest privilege greatest honor represent american people bit ly bajkwn est american people speak u listen one year ago spoke loud clear november voted make america great again bit ly bakqr est world watch day away passing historic tax cut american family business biggest tax cut tax reform history country bit ly bbaji est record close dow far year never dow record one year period wow est strategy announced today declaring america game america determined win our four pillar national security strategy bit ly bdrofj est together task strengthen family build community serve citizen celebrate american greatness shining example world bit ly bdsjq est source link bit ly jbhlu bit ly jpexyr,politicsNews,"December 18, 2017 ",real,False
50,fresh golf course trump lash fbi deputy director james comey,donald trump spent good portion day golf club marking th day done since taking oath office must bad game that trump lashed fbi deputy director andrew mccabe twitter following report saying mccabe plan retire month report follows mccabe testimony front congressional committee week well mounting criticism republican regarding russia probe so naturally trump attacked mccabe lie fbi deputy director andrew mccabe man charge along leakin james comey phony hillary clinton investigation including illegally deleted email given wife campaign clinton puppet investigation trump tweeted how fbi deputy director andrew mccabe man charge along leakin james comey phony hillary clinton investigation including illegally deleted email given wife campaign clinton puppet investigation donald j trump realdonaldtrump december he stop there fbi deputy director andrew mccabe racing clock retire full benefit day go donald j trump realdonaldtrump december wow fbi lawyer james baker reassigned according foxnews donald j trump realdonaldtrump december with intel trump disposal getting information fox news mccabe spent career fight terrorism attacked so called president trump fact checked claim wife receiving campaign politifact noted late july trump tweet andrew mccabe significant distortion fact implication mccabe got clinton political favor make much sense look evidence july tweet rated mostly false trump repeat lie know supporter believe without bothering google still lie though photo zach gibson pool getty image,News,"December 23, 2017",fake,False
51,treasury secretary mnuchin sent gift wrapped box horse manure report,reuters gift wrapped package addressed u s treasury secretary steven mnuchin s home posh los angeles neighborhood suspected bomb instead filled horse manure police told local medium package found saturday evening next door neighbor s driveway bel air los angeles police department told los angeles time knbc television nbc affiliate los angeles package also included christmas card negative comment president donald trump new u s tax law signed trump last week reuters could reach lapd official comment sunday lapd bomb squad x rayed package opening found horse manure inside police told local medium aerial footage knbc showed officer investigating large box wrapping paper dumping large amount later identified manure opening card included inside mnuchin knbc said home package discovered former goldman sachs group inc executive hollywood film financier road bel air closed two hour knbc reported u s secret service also investigating incident according tv station,politicsNews,"December 24, 2017 ",real,False
52,gay gop operative endorses doug jones bigoted deviant roy moore senate race video,republican party roy moore problem even came judge turned alabama senate candidate accused child molester problem removed twice alabama supreme court flagrantly defying law moore said muslim allowed serve congress waved gun around stage campaign rally rode horse poll alabama vote primary would eventually win establishment backed interim senator luther strange well seems some sane republican enough roy moore one person former jeb bush campaign strategist tim miller solution party roy moore problem vote democrat doug jones keep roy moore hell away united state senate miller happens gay course moore disgusting homophobia problem him is course child molesting column left wing site crooked medium entitled republican case doug jones miller say decision call obvious dark abyss political moment child exploitation attempted child rape even become partisan issue president donald trump even cool it long sex predator team comrade genital grabbing will trump essentially re endorsed alabama republican senate candidate roy moore particular child predator tuesday took thought obvious step donated guy campaign instance one wrinkle me guy doug jones democrat republican political operative never donated one before thus sharing fact made donation social medium also noted first me even though felt extremely obvious tweet tim miller announces crossover i donated democrat first time life yall want well enough enough tim miller timodc november tim miller right roy moore absolutely deplorable nowhere near united state senate politics moral now time sane reasonable republican get unthinkable reject child molester endorse donate man prosecuted ku klux klan roy moore busy creeping little girl hard watch video tim miller appearance last word lawrence donnell below featured image via drew angerer getty image,News,"November 23, 2017",fake,False
53,trump twitter dec trump iraq syria,following statement posted verified twitter account u s president donald trump realdonaldtrump potus opinion expressed own reuters edited statement confirmed accuracy realdonaldtrump on day trump inaugurated estimated isi fighter held approx square mile territory iraq syria u s military estimate remaining fighter occupy roughly square mile via jamiejmcintyre est left west palm beach fire rescue met great men woman representative much u firefighter paramedic first responder amazing people are est on day trump inaugurated estimated isi fighter held approx square mile territory iraq syria u s military est remaining fighter occupy roughly square mile jamiejmcintyre dcexaminer est arrest m member associate trump bit ly lirhb est source link bit ly jbhlu bit ly jpexyr,politicsNews,"December 28, 2017 ",real,False
54,donald trump s eating habit could dramatically affecting wellbeing safety,heard story donald trump preferring well done steak ketchup shunning new delicacy despite living lifestyle offer luxury one could ever desire however president terrible gastronomical taste new memoir suggests diet one several poor lifestyle choice could well shorten life according excerpt let trump trump upcoming book trump former campaign manager corey lewandowski aide david bossie get enter inner circle president united state calorie mcdonald dinner par course trump appetite seems know bound come mcdonald s dinner order consisting two big mac two filet o fish chocolate malted one claim made book put meal perspective trump dinner contains gram sodium despite american heart foundation recommending gram per day plus enough white bread last people week remember one meal get worse trump force one four major food group mcdonald s kentucky fried chicken pizza diet coke author write traveling trump early day presidency may valid reason fan manufacturing trump also renowned germaphobe allegedly eat package already opened would also explain plane cupboard stacked vienna finger potato chip pretzel many package oreo well done steak make little sense now well little bit bacteria probably least president worry year old man get next exercise it hard include golf barely even walk playing get little sleep constantly throwing tantrum add diet perfect recipe heart attack diet alone especially snack almost open invite diabetes too what make frightening rest u man currently responsible nuclear standoff north korea well dealing rapidly warming ocean ever increasing tax bill lack concern wellbeing say risk assessment ability featured image via win mcnamee getty image,News,"December 5, 2017",fake,False
55,pastor go full y all qaeda defending roy moore wanted teen girl purity,pastor appeared alongside senate candidate roy moore campaign rally day ago gave defense alabama senate candidate make christian purity ball seem even creepier flip benham quite history anti gay pastor also convicted stalking doctor performed abortion procedure north carolina reaction benham said outside courtroom holding bible speak get within foot stolen innocent baby voice spoken them well whole pro life platform sure change since defense roy moore twice removed judge accused perving teenage girl year old going help alabama republican the right wing pastor explained moore dated teen girl purity said got back vietnam woman age left date so pedophilia right on monday benham told local alabama radio show nothing wrong moore dating teenage girl think that number one need understand year ago sitz im leben like alabama benham said reported right wing watch judge roy moore graduated west point went service served vietnam came back law school lady many lady possibly could married available then already married maybe somewhere looked different direction always permission the parent younger lady something purity young woman something good true straight looked that listen whole thing below we thinking someone check pastor flip benham browsing history benham word going help moore pedophile go kid purity image via screen capture,News,"November 21, 2017",fake,False
56,white house expects congress waive spending cut triggered tax overhaul,washington reuters white house expects u s congress soon waive rule known paygo could trigger deep spending cut area medicare agriculture order cover cost recently passed tax overhaul white house official said wednesday congress likely waive rule requires senate find offset large tax cut bill spending resolution must soon pas order keep government open official added official said internal revenue service country s tax agency immediately begin implementing change called trillion overhaul u s tax code need wait president donald trump sign bill law,politicsNews,"December 20, 2017 ",real,False
57,senate leader mcconnell see collegial,washington reuters u s senate majority leader mitch mcconnell friday said shifting landscape lead work democrat immigration financial regulation early new year following year acrimony partisan legislation end of year news conference mcconnell touted list republican accomplishment since president donald trump took office january started confirmation neil gorsuch supreme court ended overhaul u s tax code january mcconnell s already razor thin republican majority shrink swearing senator elect doug jones democrat surprised political world win special election deeply republican state alabama adding mcconnell s difficulty special senate procedure fading allowed pas tax bill try repeal affordable care act year without democratic support mean mcconnell s victory require collaboration le confrontation pivot centerpiece news conference remark there area think get bipartisan agreement mcconnell said first list legislation change dodd frank banking regulation said would help smaller financial institution kentucky senator noted senate banking committee chairman mike crapo advanced legislation co sponsored several democrat mcconnell also pointed bipartisan effort help undocumented immigrant known dreamer brought united state child negotiator party come deal dreamer trump s administration support we ll spend floor time january mcconnell said thursday senate democratic leader chuck schumer complained throughout republican have hell bent pursuing partisan agenda asked reporter possible bipartisan success schumer pointed need infrastructure improvement said trump all lot accomplish road airport construction project november congressional election approaching democrat might le incentive cooperate republican especially schumer s party decisive victory special election month last alabama virginia mcconnell hinted would tougher find agreement democrat legislative issue including welfare reform trump say want push ahead mcconnell said would consult trump house representative speaker paul ryan january prospect welfare reform,politicsNews,"December 22, 2017 ",real,False
58,tone deaf trump congrats rep scalise losing weight almost died,donald trump signed gop tax scam law course meant invited craven cruel gop sycophant perch capitol hill celebrate rose garden white house now part bad enough celebrating tax cut bunch rich hedge fund manager huge corporation expense everyday american course trump beside glee represents first major legislative win since started squatting white house almost year ago thanks said glee true trumpian style gave free wheeling address curious subject came trump thanking goon hill somehow trump veered away tax cut started talking congressional baseball shooting happened summer in shooting rep steve scalise also house majority whip shot almost lost life thanks tragic stunning act political violence scalise long recovery fact still physical therapy but course vain look obsessed trump decided would congratulate scalise survival miraculous recovery massive amount weight scalise lost practically dying make mistake scalise lucky alive according doctor arrived hospital scalise actually quote imminent risk death quote via twitter how stunningly tone deaf one say something like that never thought say republican i reasonable account absolutely loathe feel sorry him sorry got shot even sorrier stand listen orange buffoon talk like that i sure scalise much tougher man trump though equally sure also know trump international embarrassment crazy man never allowed anywhere near white house featured image via alex wong getty image,News,"December 20, 2017",fake,False
59,house panel chair introduces billion disaster aid bill,washington reuters chairman u s house representative appropriation committee introduced bill monday provide billion emergency aid recent hurricane wildfire legislation includes billion federal emergency management agency billion community development block grant representative rodney frelinghuysen said statement president donald trump requested billion last month widely criticized lawmaker insufficient,politicsNews,"December 19, 2017 ",real,False
60,ruling virginia legislature s majority chosen lot,reuters republican could hold onto control virginia s legislature race appeared change balance power ruled tie wednesday setting stage winner district chosen lot result recount tuesday showed democrat shelly simonds beating republican incumbent david yancey one vote enough shift member house delegate even split democrat republican however wednesday three judge panel ruled disputed ballot counted yancey virginian pilot newspaper reported yancey confirmed two candidate th district includes newport news southeastern virginia tied vote virginia law tie house race decided drawing lot equivalent coin toss drawing straw conference state legislature said i happy every vote newport news counted judge took time deliberate rendering decision yancey said emailed statement this certainly historic election commonwealth democrat slammed decision calling erroneous saying considering legal action challenge it tuesday republican conceded seat simonds made international news appeared narrow win spent morning wednesday discussing race variety news show immediately respond request comment following wednesday s decision attorney virginia house democratic caucus criticized judge move news release today s decision court wrong delegate elect shelly simonds certified winner said we currently assessing legal option u fight result democrat claimed historic gain virginia s statehouse last month part party s first big wave victory since republican donald trump white house last year nov general election virginia republican held seat democrat house delegate along majority state senate,politicsNews,"December 20, 2017 ",real,False
61,fox news ban gene simmons life harassing staff camera,gene simmons year old kiss bassist co lead singer contestant celebrity apprentice grand total three episode back self proclaimed womanizer all around poster boy washed up aging rock star stop nothing keep name rapidly diminishing spotlight stooped new low battle irrelevancy given lifetime ban fox news when come fox news network tendency little lenient issue behavior sexual nature reputation scream hold beer man like gene simmons far first appearance network simmons guest last wednesday fox friend well fox business network morning maria promote new book power gene simmons claim know donald trump well current president critic get it faulted onscreen appearance even helping weather report must see genesimmons help janicedean weather pic twitter com effrqesnuq fox friend foxandfriends november simmons also sat panel morning maria host maria bartiromo gave view harvey weinstein sexual misconduct case lunatic taken insane asylum respected business entity ask guy like stick tongue think harvey weinstein simmons answered okay powerful attractive man say deadly serious added men jackass time young testosterone validating defending it always case however camera rolling thing began get creepy also quite hypocritical according knowledgeable fox news source simmons arrived studio fourteenth floor interview foxnews com entertainment section promote book also chose walk staff meeting uninvited opened shirt shouted hey chick sue me stop there though source claim went tell pedophilia related michael jackson joke hit two employee head book making comparison intelligence based sound asked african american employee al roker pretty severe source said simmons behavior reported supervisor turn passed news fox news human resource executive kevin lord promptly banned simmons building also permanently barred appearing fox news fox business networkprogramming it seems gene simmons may change heart past week released following statement appeared frequently year various fox news fox business program tremendous amount respect talented woman men work there believe reported highly exaggerated misleading sincerely sorry unintentionally offended member fox team visit although simmons interview foxnews com recorded released featured image via astrid stawiarz getty image,News,"November 22, 2017",fake,False
62,tax bill s pas through rule aid wealthy worker critic,washington reuters wealthy business owner president donald trump stand gain provision republican tax bill creates valuable deduction owner pas through business democrat tax expert say provision creates percent business income deduction limit sole proprietor owner partnership non corporate enterprise initially sold republican way help small business create job final formula determining type business benefit widened take company few any worker critic said the president try tell american people great political victory win working people see benefit going type business real estate pas throughs democratic senator jack reed said senate floor trump real estate developer want sign republican tax bill law week would give republican first major legislative victory house representative senate hurrying toward passage bill tuesday final house vote set wednesday house speaker paul ryan s website said pas through business employed half u s private sector worker high tax rate said discourage investment job creation discourage business activity put american business competitive disadvantage pas through business profit pas through book directly owner unlike corporation parcel profit dividend stockholder existing law pas through owner pay individual income tax rate profit corporate rate republican bill corporate rate would slashed percent top individual income tax rate pas through business owner pay would percent address disparity republican included tax relief pas through owner bill allowing deduct percent pas through business income republican put anti abuse measure ensure owner bona fide business operation claim percent deduction prevent high earner seeking recategorize income pas through income take advantage deduction republican also capped income eligible full percent deduction married couple individual included capital element formula determining eligibility beyond threshold presenting lucrative tax break some including wealthy owner commercial property said tax expert this seems ideally suited commercial property business aren t lot worker lot valuable property around said steven rosenthal senior fellow nonpartisan tax policy center think tank income pas through cap eligible percent deduction based formula percent employee wage paid percent wage plus percent value qualified property purchase whichever greater the idea use sum percent rule plus percent wage get full percent deduction income said new york university school law professor daniel shaviro tax law specialist email assessment republican bill tax expert mostly academic said formula would expand ability highly paid owner certain industry particularly heavy property light employee like real estate qualify pas through deduction,politicsNews,"December 20, 2017 ",real,False
63,trump s supreme court appointee gorsuch plot rightward course,washington reuters eight month lifetime u s supreme court appointment neil gorsuch given every indication vote key case remark bench stalwart conservative legal agenda president donald trump promised still early career justice could span decade gorsuch already established among conservative member top u s court shy expressing view sometimes idiosyncratic way also made public appearance conservative audience including speech republican president s trump international hotel downtown washington drawn rebuke liberal critic questioned independence president nominated him gorsuch s record far suggests he going reliably conservative vote said carolyn shapiro law professor chicago kent college law trump candidate promised pick justice mold late conservative icon antonin scalia set move federal judiciary right gorsuch s appointment biggest step yet toward goal restoring high court s conservative majority gorsuch s april confirmation republican led senate despite strong democratic opposition provided one trump s biggest political victory since taking office january writing gorsuch twitter tuesday trump said very proud job doing rejected washington post report considered rescinding gorsuch s nomination spring jurist said attack judiciary like made trump disheartening demoralizing newspaper reported trump vented angrily adviser gorsuch may sufficiently loyal trump responded never even wavered court roll big ruling ahead free speech gay right voting right employee right legal expert said trump able rely gorsuch new justice delivered key vote backing trump s travel ban people several muslim majority country death penalty embraced certain kind public funding church argument month one court s biggest case current term gorsuch signaled sympathy conservative christian baker contends within constitutional right refuse create wedding cake gay couple gorsuch declined interview request article inside supreme court chamber outside it gorsuch year old coloradoan speaks mind he intimidated newest justice said john malcolm lawyer conservative heritage foundation think tank gorsuch regularly sided fellow conservative justice legal fight three version trump s travel ban gorsuch sided president four different occasion june one three justice would let trump s second travel ban go full effect court voted allow limited version ban death penalty gorsuch among four conservative dissenter court september granted stay execution georgia inmate april first recorded vote court part conservative majority declined stay execution request arkansas inmate court set rule two case one wisconsin another maryland involving practice drawing legislative district state way intended entrench one party power known partisan gerrymandering ruling could influence u s election decade based oct oral argument wisconsin case democratic voter challenged republican drawn electoral map unclear court rule gorsuch used culinary analogy express doubt argument democratic challenger legal theory it reminds little bit steak rub gorsuch said i like turmeric like little ingredient i m going tell much each what s court supposed do pinch this pinch that november speech hosted federalist society conservative legal group gorsuch confidently touted judicial ideology stressing importance interpreting u s constitution based original meaning narrowly reading text law passed congress tonight said sustained applause i report person committed originalist textualist confirmed supreme court united state,politicsNews,"December 20, 2017 ",real,False
64,factbox trump twitter dec vanity fair hillary clinton,following statement posted verified twitter account u s president donald trump realdonaldtrump potus opinion expressed own reuters edited statement confirmed accuracy realdonaldtrump vanity fair look like last leg bending backwards apologizing minor hit took crooked h anna wintour set amb court st james s big fundraiser ch beside grief begging forgiveness est source link bit ly jbhlu bit ly jpexyr,politicsNews,"December 28, 2017 ",real,False
65,snl hilariously mock accused child molester roy moore losing al senate race video,right now whole world looking shocking fact democrat doug jones beat republican roy moore special election replace attorney general jeff session united state senate course moore candidacy rocked allegation sexually harassing even molesting teenage girl banned mall hometown gadsden alabama so even that moore incendiary character alabama politics removed chief justice alabama supreme court twice made statement muslim allowed congress homosexuality illegal hell even said last time america great slavery therefore extraordinarily damaged candidate wa however despite this alabama deep red state many voter agreeing moore extreme position even insisting allegation sexual misconduct simply true shock doug jones pulled win senate seat well one entity could resist going fact roy moore lost race saturday night live caricature result snl began weekend update host colin jost brutally mocking moore alleged proclivity fore teen girl congratulation alabama newest senator roy moore doug jones become first democrat win senate seat alabama year said roy moore gross year jost got dig trump moore loss humiliating failure remind everyone trump said jones win republican another shot seat short period time never end indeed sane people america anything say it very long time gop allowed control anything jost continued mocking trump it went accused pedophile lost you re like well fun could removed office tonight tweet congratulation robert mueller great investigation fun time president catch flippity flop dietcoketime oh could reality trump congratulating mueller removing entire treasonous criminal administration then stick weekend update rest snl hope best watch video below featured image via scott olson getty image,News,"December 17, 2017",fake,False
66,racist alabama cop brutalize black boy handcuff graphic image,number case cop brutalizing killing people color seems see end now another case need shared far wide alabama woman name angela williams shared graphic photo son lying hospital bed beaten fractured face facebook need shared far wide unacceptable it unclear williams son police custody sort altercation resulted arrest see photo realize detail matter not cop supposed beat brutalize custody post see m williams express hope cop body camera beating son think know kind convenient malfunction explain away lack existence dash body camera footage clearly brutal beating hell could even described attempted murder something tell young man never same without ado troy alabama finest decided appropriate treatment angela williams son no matter perceived crime young man might be completely unacceptable cop need rot jail long long time wanna bet get paid vacation force investigates itself officer returned duty posthaste this folk say black life matter way hell would happened angela williams son white please share far wide stay tuned addicting info update featured image via david mcnew stringer getty image,News,"December 25, 2017",fake,False
67,exclusive state department tell refugee agency downsize u s operation,reuters u s state department told refugee agency sharply pare back number office across country authorized resettle people president donald trump cut number refugee allowed united state announcement made dec meeting washington state department official representative nine major refugee agency several executive agency said advocate said decision likely lead closure dozen resettlement office around country potentially leaving refugee without access service help integrate american life several state refugee coordinator said also made aware closure refugee resettlement united state handled nine non profit agency receive funding federal government refugee work partner with oversee hundred local office nearly every state help new arrival basic task like enrolling child school arranging doctor visit applying social security card document though agency independent must get government approval resettle new refugee aid worker state official involved refugee resettlement said agency informed state department dec meeting office expected handle fewer refugee fiscal year longer authorized resettle new arrival mean many close resettlement office spread across state advocate estimate several dozen risk though shuttering plan finalized next year trump administration said want refugee assimilate quickly promote national security become self sufficient refugee advocate say closure local office undermine goal say office play crucial role helping newcomer traumatized fled conflict persecution even new refugee resettled office still obligation help already here say refugee lose access service help navigate process registering school english class finding job mean take longer navigate life united state contribute economy said robert carey directed office refugee resettlement former president barack obama state department official confirmed dec meeting said agency looking reduce cost simplify management structure help u s refugee admission program run way fiscally responsible sustainable conservative group favor lower immigration said would welcome curb agency activity these organization adapt service longer needed much said jessica vaughan director policy study center immigration study there reason keep funneling money them joshua meservey senior policy analyst conservative heritage foundation formerly worked refugee resettlement said cost need balanced benefit it unclear assimilation gain great enough justify extra expense funding smaller agency said nine agency trying coordinate closure maintain least one resettlement agency many state possible several agency executive said we re hoping the state department close site possible duplication said mark hetfield president hias one nine agency this going negotiation process since taking office january trump moved sharply reduce refugee admission united state national security concern belief money could better spent resettling people closer original home soon taking office slashed u s refugee cap ceiling set obama september announced cap lowest number since modern u s refugee program established resettlement office chattanooga tennessee risk shutting down projected receive refugee said holly johnson state s refugee coordinator small doesn t necessarily mean weak subpar johnson said they spend time folk really well established connection community people feel welcomed really help year idaho four resettlement office three boise one twin fall said jan reef director idaho office refugee non profit administers resettlement state earlier year one site boise shut down said it disruptive we ve lost really valuable partner we ve lost capacity job said,politicsNews,"December 21, 2017 ",real,False
68,trump twitter dec tax bill,following statement posted verified twitter account u s president donald trump realdonaldtrump potus opinion expressed own reuters edited statement confirmed accuracy realdonaldtrump united state senate passed biggest history tax cut reform bill terrible individual mandate obamacare repealed go house tomorrow morning final vote approved news conference white house approximately p m est tax cut large meaningful yet fake news working overtime follow lead friend defeated dems demean truly case result speak themselves starting soon job job job est would like congratulate senatemajldr done fantastic job strategically politically passing senate massive tax cut reform bill could asked better talented partner team go onto many victory est together making america great again est delivering historic tax relief american people taxcutsandjobsact est source link bit ly jbhlu bit ly jpexyr,politicsNews,"December 20, 2017 ",real,False
69,failed vote oust president shake peru s politics,lima reuters peru s president pedro pablo kuczynski could end surprise winner attempt oust power week opposition lawmaker broke rank party leader support him opening divide might strengthen hand despite congressional majority rightwing opposition party popular force unable push motion remove kuczynski office thursday lawmaker broke rank save president vote cemented growing divide opposition looked threaten control congress potentially aiding kuczynski try restore political stability revive investment one latin america s robust economy surprise defection result deal struck kuczynski popular force rebel lawmaker kenji fujimori get father ex president alberto fujimori prison alleged popular force secretary general jose chlimper past year kenji courted kuczynski s center right government challenging sister keiko s leadership rightwing populist movement father formed s defiance sister kenji threw support behind kuczynski ahead vote whether remove office unproven graft allegation nine popular force lawmaker followed lead this birth serious formal split in fujimori movement said guillermo loli head political research pollster ipsos peru everything point pardon added kuczynski s government denied pardon fujimori part political negotiation address nation late friday kuczynski said would spend coming day reflecting year half office i ll announcing change make sure year greater growth politically different kuczynski said effort reach popular force lawmaker defected successful one clayton galvan said local tv channel canal n alberto fujimori called prison ask help kuczynski stay power alberto fujimori serving year sentence graft human right crime deeply divisive figure peru many consider corrupt dictator others credit ending economic crisis bloody leftist insurgency term freeing would likely anger well organized foe fujimori clan mix technocrat leftist human right activist academic the day kuczynski sign pardon loses guy permanently said harvard university political scientist steve levitsky support anti fujimori crowd key kuczynski s razor thin victory keiko last year s presidential election keeping motion oust succeeding kuczynski saved two diametrically opposed political group kenji s group left opposes pardon can t please them said levitsky kuczynski year old former investment banker took office amid hope would usher cleaner government faster economic growth instead graft scandal roiling latin america stalled investment ensnared allegation wrongdoing vote thursday kuczynski fanned fear return peru s authoritarian past described motion part legislative coup attempt keiko s supporter popular force denies charge say bid remove part fight corruption within bound constitution hardline popular force lawmaker loyal keiko hector becerril said kenji faction represented traitor if sense decency vote least could present resignation becerril told journalist friday hopefully today vote fewer popular force would command seat member single chamber congress le absolute majority though would still biggest voting bloc political crisis cost kuczynski interior minister carlos basombrio announced resignation friday kuczynski could make decision cabinet change coming day government said,politicsNews,"December 23, 2017 ",real,False
70,court order trump administration give immigrant teen abortion access,washington reuters u s district court judge ruled monday president donald trump s administration must allow access abortion two pregnant teenager country illegally escalating high profile legal fight judge tanya chutkan put order hold however give u s justice department time appeal ruling justice department filed notice appeal shortly afterward u s court appeal district columbia circuit judge s temporary restraining order marked latest chapter legal dispute trump administration whether minor illegal immigrant right seek abortion detention issue ignited year old petitioned court october abortion ultimately procedure trump administration s objection instance u s court appeal district columbia circuit ruled oct teen could abortion immediately rejecting administration s opposition two year old latest legal action known court jane roe jane poe requested abortion u s office refugee resettlement refused allow access procedure ruling chutkan wrote girl constitutional right decide whether carry pregnancy term needed preserved also noted likely succeed legal merit case based prior ruling higher court we deeply disappointed decision grant temporary restraining order compel hhs facilitate abortion minor medically necessary spokesman u s department health human service said statement a pregnant minor entered country illegally option voluntarily depart home country identify suitable sponsor hhs funded facility provide temporary shelter care unaccompanied alien minor become way station child get taxpayer facilitated abortion,politicsNews,"December 19, 2017 ",real,False
